% Star Wars Minifigures dataset
@RELATION minifigs

@ATTRIBUTE ID STRING
@ATTRIBUTE Sets NUMERIC
@ATTRIBUTE "Value, €" NUMERIC
@ATTRIBUTE "Growth, %" NUMERIC
@ATTRIBUTE Year STRING
@ATTRIBUTE Released STRING
@ATTRIBUTE Subtheme STRING
@ATTRIBUTE Name STRING

@DATA
sw0661,9,2.62,?,'2015 - 2018','september 2015','the force awakens',bb-8
sw0660,1,6.83,151.13,2015,'september 2015','the force awakens','resistance ground crew'
sw0659,1,7.59,104.75,2015,'september 2015','the force awakens','resistance pilot x-wing'
sw0658,1,7.51,70.60,2015,'september 2015','the force awakens','poe dameron'
sw0657,2,4.88,146.22,'2015 - 2018','september 2015','the force awakens','first order snowtrooper'
sw0656,1,13.76,254.65,2015,'september 2015','the force awakens','first order snowtrooper officer'
sw0655,2,2.40,7.06,'2015 - 2017','september 2015','the force awakens','unkar thug'
sw0654,1,3.41,94.97,2015,'september 2015','the force awakens','first order crew member'
sw0653,1,8.38,138.60,2015,'september 2015','the force awakens',c-3po
sw0652,1,0.94,?,2015,'august 2015','episode i','drk-1 dark eye probe droid'
sw0651,1,55.02,595.44,2015,'august 2015','episode i','qui-gon jinn'
sw0650,1,19.60,144.99,2015,'august 2015','episode i','darth maul'
sw0649,1,41.09,386.86,2015,'august 2015','episode i',watto
sw0648,1,24.55,340.76,2015,'june 2015',rebels,'imperial astromech droid'
sw0647,1,35.03,466.29,2015,'june 2015',rebels,'agent alexsandr kallus'
sw0646,1,24.60,396.45,2015,'june 2015','episode vi','endor rebel trooper 2'
sw0645,1,19.71,216.83,2015,'june 2015','episode vi','endor rebel trooper 1'
sw0644,1,13.51,190.17,2015,'june 2015','episode vi','han solo'
sw0643,1,35.20,471.43,2015,'june 2015','episode vi','princess leia'
sw0642s,1,15.84,136.84,2015,'june 2015','episode i','droideka destroyer droid'
sw0642,1,8.37,90.20,2015,'june 2015','episode i','droideka destroyer droid'
sw0641,1,10.50,273.98,2015,'june 2015','episode i','naboo fighter pilot'
sw0640,2,7.29,176.00,2015,'june 2015','episode i','anakin skywalker'
sw0639,1,18.00,364.77,2015,'june 2015','episode i','captain tarpals'
sw0638,1,21.26,489.27,2015,'june 2015','episode i','naboo security officer'
sw0636b,3,18.37,68.66,'2016 - 2018','october 2016','ultimate collector series','darth vader'
sw0636,1,16.36,223.30,2015,'june 2015','episode vi','darth vader'
sw0635,5,5.05,57.26,'2015 - 2021','june 2015','episode vi','luke skywalker'
sw0634a,3,10.54,166.82,'2016 - 2017','october 2016','ultimate collector series','emperor palpatine'
sw0634,1,12.35,116.85,2015,'june 2015','episode vi','emperor palpatine'
sw0633,1,70.82,434.04,2015,'may 2015','episode iv','admiral wullf yularen'
sw0632,1,61.65,630.55,2015,'may 2015','ultimate collector series','tie fighter pilot'
sw0631,2,51.20,465.40,'2010 - 2015','september 2015',?,'white boba fett'
sw0630,1,12.74,157.19,2015,'october 2015',rebels,'stormtrooper sergeant'
sw0629,1,44.56,416.73,2015,'january 2015','episode ii','clone trooper lieutenant'
sw0628,1,14.35,195.47,2015,?,'episode i','gungan warrior'
sw0627,1,10.63,185.58,2015,?,rebels,wookiee
sw0626,1,11.59,145.25,2015,?,rebels,wullffwarro
sw0625,2,44.26,472.13,'2015 - 2016',?,rebels,'agent alexsandr kallus'
sw0624,2,9.15,225.00,'2015 - 2016',?,rebels,'at-dp pilot'
sw0623,2,12.90,231.67,2015,?,rebels,'imperial officer'
sw0622,1,41.18,154.57,2015,?,rebels,'the inquisitor'
sw0621,3,3.53,78.22,'2015 - 2016',?,rebels,'tie fighter pilot'
sw0620,3,4.39,113.25,'2015 - 2018',?,'episode iv','tusken raider'
sw0619,1,7.08,111.02,2015,?,'episode iv','t-16 skyhopper pilot'
sw0617,1,5.81,88.57,2015,?,rebels,stormtrooper
sw0616,2,27.36,449.29,2015,?,rebels,'sabine wren'
sw0615,1,37.14,409.17,2015,?,'the clone wars','asajj ventress'
sw0614,1,8.51,329.78,2015,?,legends,'senate commando'
sw0613,1,11.33,240.74,2015,?,legends,'senate commando captain'
sw0612,1,6.42,123.24,2015,?,'ultimate collector series','han solo'
sw0611,1,8.93,190.00,2015,?,'ultimate collector series','bespin guard'
sw0610,1,123.20,2700.00,2015,?,'ultimate collector series','boba fett'
sw0609,1,24.53,178.98,2015,?,microfighters,'clone pilot'
sw0608,1,15.47,213.37,2015,?,microfighters,'clone pilot'
sw0607,1,6.78,136.92,2015,?,microfighters,'snowspeeder pilot'
sw0606,1,11.72,238.93,2015,?,legends,'geonosis clone trooper'
sw0605,1,11.40,246.26,2015,?,legends,'geonosis clone trooper'
sw0604,1,5.97,152.04,2015,?,legends,'shadow guard'
sw0603,1,7.81,162.72,2015,?,legends,'shadow stormtrooper'
sw0602,5,18.12,736.99,'2014 - 2017','august 2014',rebels,'kanan jarrus'
sw0600,1,3.06,22.97,2014,'february 2014','episode iii','battle droid security'
sw0599,1,23.23,69.45,2014,'october 2014',seasonal,'santa darth vader'
sw0598,1,11.87,424.90,2014,'october 2014',seasonal,'festive astromech'
sw0597,1,5.76,50.92,2014,'october 2014',seasonal,'snowspeeder pilot'
sw0596,1,13.97,237.15,2014,'october 2014',seasonal,'clone trooper'
sw0594,2,13.65,182.00,'2014 - 2015','august 2014','episode i','naboo security guard'
sw0593,1,46.37,528.76,2014,'august 2014','episode i','qui-gon jinn'
sw0592,2,14.25,244.47,'2014 - 2015','august 2014','episode i','obi-wan kenobi'
sw0591,1,4.53,87.27,2014,'august 2014','episode i','pk-4 droid'
sw0590,2,6.91,258.45,'2014 - 2016','may 2014','ultimate collector series',jawa
sw0589,1,11.81,220.29,2014,'may 2014','ultimate collector series','r1-series droid'
sw0587,1,1.69,?,2014,'may 2014','ultimate collector series','mini treadwell droid'
sw0586,1,25.61,108.45,2014,'august 2014','episode iv','darth vader'
sw0585,9,7.13,88.81,'2014 - 2018','august 2014','episode iv',stormtrooper
sw0584,1,19.56,185.73,2014,'august 2014','episode iv','imperial crew'
sw0583,2,4.86,162.86,'2014 - 2016','august 2014','episode iv','imperial navy trooper'
sw0582,1,20.44,364.60,2014,'august 2014','episode iv','imperial officer'
sw0581,2,4.68,97.04,'2014 - 2015','august 2014','episode v','at-at driver'
sw0580,1,18.77,236.44,2014,'august 2014','episode v','snowtrooper commander'
sw0579,1,20.06,283.19,2014,'august 2014','episode v','general maximillian veers'
sw0578,6,5.17,103.82,'2014 - 2016','august 2014',rebels,stormtrooper
sw0577,1,269.87,6033.40,2014,'august 2014',rebels,'kanan jarrus'
sw0576,2,26.48,240.38,'2014 - 2016','august 2014',rebels,'hera syndulla'
sw0575,1,126.90,2784.20,2014,'august 2014',rebels,'zeb orrelios'
sw0574a,1,41.66,576.29,2014,'august 2014',rebels,'ezra bridger'
sw0574,2,16.10,553.57,'2015 - 2016',?,rebels,'ezra bridger'
sw0573,1,9.79,105.73,2014,'august 2014','original content','ra-7 protocol droid'
sw0572,1,28.23,147.34,2014,'august 2014','original content','astromech droid'
sw0571,1,45.52,512.91,2014,'august 2014','original content',jek-14
sw0570,1,39.02,602.69,2014,'august 2014','original content','ithorian jedi master'
sw0569,1,8.92,69.00,2014,'august 2014','episode v','luke skywalker'
sw0568,4,6.32,259.00,'2014 - 2016','august 2014','episode v',snowtrooper
sw0567,1,7.18,73.62,2014,'august 2014','episode v','dak ralter'
sw0565,4,12.27,319.88,'2014 - 2017','july 2014',rebels,c1-10p
sw0562,1,20.67,430.25,2014,'may 2014','ultimate collector series','gonk droid'
sw0561,1,16.60,139.34,2014,'may 2014','ultimate collector series',c-3po
sw0560,3,6.02,173.60,'2014 - 2016','may 2014','ultimate collector series',jawa
sw0559,1,21.12,141.21,2014,'may 2014','ultimate collector series','owen lars'
sw0558,1,30.14,318.19,2014,'august 2014','episode vi','gray squadron pilot'
sw0557,1,13.03,207.90,2014,'august 2014','episode vi','general airen cracken'
sw0556,1,19.69,149.22,2014,'august 2014','episode vi','ten numb'
sw0555,1,53.47,1115.20,2014,'may 2014','ultimate collector series','r2 unit'
sw0554,2,6.68,?,'2014 - 2020','august 2014','episode iv','bith musician'
sw0553,1,11.66,96.30,2014,'august 2014','episode iv',greedo
sw0552,4,8.86,198.81,'2014 - 2018','august 2014','episode iv','obi-wan kenobi'
sw0551,3,5.66,61.15,2014,'may 2014','episode iv','luke skywalker'
sw0550,1,6.12,122.76,2014,'may 2014','ultimate collector series','treadwell droid'
sw0548a,1,30.43,326.39,2014,'august 2014','episode iv',sandtrooper
sw0547,1,339.35,7612.60,2014,'may 2014','the old republic','darth revan'
sw0546,1,21.01,378.56,2014,'february 2014','exclusive minifigs','tc-4 protocol droid'
sw0545,1,7.21,173.00,2014,'february 2014',microfighters,'imperial crew'
sw0544,1,9.18,40.57,2014,'february 2014',microfighters,'rebel pilot x-wing theron nett'
sw0543,2,4.37,7.81,2014,'february 2014',microfighters,'tie fighter pilot'
sw0542,1,25.19,326.04,2014,'february 2014','the clone wars','anakin skywalker'
sw0541,1,20.33,131.23,2014,'february 2014',microfighters,'clone trooper'
sw0540,1,45.25,556.70,2014,'february 2014','episode iii','chancellor palpatine'
sw0539,2,5.02,61.30,2014,'february 2014',microfighters,'han solo'
sw0538,1,44.12,366.42,2014,'february 2014','the clone wars','plo koon'
sw0537,1,62.59,1322.40,2014,'february 2014','the clone wars','wolfpack clone trooper'
sw0536,1,19.07,294.00,2014,'january 2014','episode iii','neimoidian warrior'
sw0535,1,12.45,91.22,2014,'february 2014','episode iii','obi-wan kenobi'
sw0534,2,9.72,98.20,'2014 - 2015','february 2014','episode iii','astromech droid'
sw0533,2,8.09,132.07,2014,'january 2014','episode iii','buzz droid'
sw0532,18,2.17,?,'2014 - 2024','february 2014','episode iii',chewbacca
sw0531,1,61.62,1300.40,2014,'february 2014','the clone wars','shock trooper'
sw0530,2,9.71,100.55,'2014 - 2019','february 2014','episode iii','chief tarfful'
sw0529,2,4.44,104.88,'2014 - 2016','february 2014','episode iv','imperial gunner'
sw0528,2,39.92,364.75,'2014 - 2016','february 2014','episode iii','clone commander gree'
sw0527a,17,2.31,?,'2014 - 2020','may 2014',?,r2-d2
sw0527,5,3.60,71.13,'2014 - 2015','february 2014','episode iii',r2-d2
sw0526,1,26.11,315.55,2014,'february 2014','episode iii','anakin skywalker'
sw0525,1,18.96,219.11,2014,'february 2014','episode iii','v-wing pilot'
sw0524,1,28.64,122.49,2014,'february 2014','the clone wars','barc trooper'
sw0523,1,20.82,625.77,2014,'february 2014','episode iii','airborne clone trooper'
sw0522,1,14.55,27.25,2014,'february 2014','episode iii','212th battalion trooper'
sw0521b,3,8.07,104.23,'2016 - 2020','october 2016','ultimate collector series','royal guard'
sw0521,2,5.98,109.57,'2014 - 2015','february 2014','episode iv','royal guard'
sw0520,1,4.96,30.56,2014,'february 2014','episode iv','imperial gunner'
sw0519,2,15.19,124.16,'2014 - 2016','february 2014','episode iii','41st kashyyyk clone trooper'
sw0518,3,14.11,184.72,'2014 - 2016','february 2014','episode iii','41st elite corps trooper'
sw0517a,1,76.43,365.43,2013,'may 2013','original content','female padawan'
sw0517,1,314.82,7055.00,2013,'may 2013','original content','female padawan'
sw0516,1,8.32,171.06,2013,'may 2013','original content','holocron droid'
sw0515,3,28.64,451.53,'2014 - 2020','february 2014','episode iii','general grievous'
sw0514,1,8.69,130.30,2013,'september 2013',seasonal,'young boba fett'
sw0513,2,10.73,178.31,'2013 - 2019','september 2013','ultimate collector series',wicket
sw0512,1,12.94,178.60,2013,'september 2013','ultimate collector series',r2-d2
sw0511,1,8.25,66.73,2013,'september 2013','ultimate collector series','endor rebel commando'
sw0510,1,76.74,1658.06,2013,'september 2013','ultimate collector series',teebo
sw0509,1,24.50,132.19,2013,'september 2013','ultimate collector series','luke skywalker'
sw0508,2,9.02,144.05,'2013 - 2015','september 2013','ultimate collector series','ewok warrior'
sw0507,1,6.78,98.45,2013,'september 2013',seasonal,'endor rebel trooper'
sw0506,1,16.50,305.84,2013,'september 2013',seasonal,'santa jango fett'
sw0505,2,8.06,38.16,2013,'september 2013','ultimate collector series','scout trooper'
sw0504,1,77.87,425.48,2013,'september 2013','ultimate collector series','princess leia'
sw0502,1,39.00,480.87,2013,'june 2013','episode ii','clone trooper lieutenant'
sw0501,1,85.36,764.53,2013,'august 2013','the old republic','jedi consular'
sw0500,1,158.37,3499.40,2013,'august 2013','the old republic','jedi knight'
sw0499,1,69.69,821.89,2013,'august 2013','the old republic','sith warrior'
sw0498,1,10.61,137.87,2013,'august 2013','the clone wars','obi-wan kenobi in disguise'
sw0497,1,23.44,384.36,2013,'august 2013','the clone wars','cad bane'
sw0496,1,10.78,122.73,2013,'august 2013','the clone wars','nikto guard'
sw0495,1,27.04,255.26,2013,'august 2013','the clone wars','mandalorian super commando'
sw0494,1,25.19,154.49,2013,'august 2013','the clone wars','mandalorian super commando'
sw0493,1,28.24,90.11,2013,'august 2013','the clone wars','darth maul'
sw0492,1,67.36,1431.00,2013,'august 2013','episode ii','clone trooper captain'
sw0491,1,24.61,227.90,2013,'august 2013','episode ii','clone pilot'
sw0490,1,44.34,299.92,2013,'august 2013','episode ii','padme amidala'
sw0489,1,13.55,84.87,2013,'august 2013','episode ii','obi-wan kenobi'
sw0488,2,43.36,409.51,'2013 - 2015','august 2013','episode ii','anakin skywalker'
sw0487,1,13.18,233.63,2013,'august 2013','episode vi','weequay skiff guard'
sw0486,1,70.95,1512.60,2013,'august 2013','episode vi','max rebo'
sw0485,1,50.16,503.81,2013,'august 2013','episode vi','princess leia slave'
sw0483,1,50.43,222.33,2013,'august 2013','episode vi',ree-yees
sw0482,1,8.26,157.97,2013,'august 2013','episode ii','battle droid commander'
sw0481,1,21.80,174.31,2013,'august 2013','episode ii','clone trooper commander'
sw0480,1,50.92,1057.20,2013,'august 2013','episode ii','coleman trebor'
sw0479,1,14.52,120.29,2013,'august 2013','episode ii','mace windu'
sw0478,1,42.80,260.30,2013,'august 2013','original content','special forces clone trooper'
sw0477,1,12.38,262.63,2013,'august 2013','original content',r4-g0
sw0476,1,25.53,286.80,2013,'august 2013','original content','bounty hunter'
sw0475a,1,77.18,996.25,2013,'july 2013','original content',jek-14
sw0475,1,49.33,1021.20,2013,'august 2013','original content',jek-14
sw0474,1,38.87,349.34,2013,'august 2013','episode ii','poggle the lesser'
sw0473,2,2.44,14.46,2013,'august 2013',seasonal,'fa-4 pilot droid'
sw0472,1,110.35,2408.00,2013,'august 2013','episode ii','count dooku'
sw0471,1,17.72,152.07,2013,'august 2013','episode ii',yoda
sw0469,1,44.36,156.80,2013,'august 2013','episode ii','stass allie'
sw0468,1,47.78,171.59,2013,'august 2013','episode ii','jango fett'
sw0467b,1,8.51,44.54,2013,'august 2013','episode ii','battle droid dark orange'
sw0467,2,5.78,236.92,'2013 - 2015','august 2013','episode ii','battle droid dark orange'
sw0466,1,10.74,122.22,2013,'may 2013','exclusive minifigs','han solo'
sw0465,1,'1 496.00',1600.00,2013,?,promotional,yoda
sw0463,2,3.90,97.77,'2013 - 2014','december 2012','episode v',snowtrooper
sw0462,1,7.82,122.25,2013,'december 2012','episode v','hoth rebel trooper'
sw0461,1,12.45,183.00,2013,'december 2012','episode v','luke skywalker'
sw0460,2,6.27,69.52,'2013 - 2014','december 2012','episode v','general rieekan'
sw0459,1,6.86,154.90,2013,'december 2012','episode v','imperial probe droid'
sw0458,1,10.07,63.43,2013,'july 2013','planet set','snowspeeder pilot'
sw0457,1,8.89,56.11,2013,'march 2013','planet set','tie bomber pilot'
sw0456,1,9.24,76.77,2013,'march 2013','planet set',r4-p17
sw0455,1,17.27,216.61,2013,'july 2013','planet set','rebel pilot b-wing'
sw0454,1,10.12,154.99,2013,'december 2012','the clone wars','umbaran soldier'
sw0453,1,21.71,228.93,2013,'december 2012','the clone wars','212th clone trooper'
sw0452,2,48.55,451.70,'2013 - 2014','december 2012','the clone wars','ahsoka tano'
sw0451,2,6.27,76.49,2013,'december 2012','ultimate collector series','han solo'
sw0450,1,157.87,3488.00,2013,'december 2012','the clone wars','captain rex'
sw0449,1,12.04,174.70,2013,'december 2012','the clone wars','obi-wan kenobi'
sw0448,1,6.74,240.44,2013,'december 2012','the clone wars','commando droid captain'
sw0447,1,8.00,25.21,2013,'december 2012','the clone wars','droideka destroyer droid'
sw0446a,1,14.57,94.82,2013,'may 2013','original content',yoda
sw0446,1,10.57,100.17,2013,'december 2012','the clone wars',yoda
sw0445,2,12.63,144.05,2013,'december 2012','the clone wars','501st legion clone trooper'
sw0444,1,8.60,203.42,2013,'december 2012','the old republic','republic trooper'
sw0443,2,9.34,237.90,2013,'december 2012','the old republic','sith trooper'
sw0442,5,8.25,87.03,2013,'december 2012','episode ii','clone trooper'
sw0441a,1,6.34,42.86,2014,'february 2014','the clone wars','droideka destroyer droid'
sw0441,1,5.45,100.32,2013,'december 2012','episode ii','droideka destroyer droid'
sw0440,1,7.95,180.43,2013,'december 2012','the old republic','republic trooper'
sw0439,1,34.15,356.05,2013,'december 2012','the clone wars','501st clone pilot'
sw0438,1,11.77,110.22,2013,'december 2012','episode ii','clone trooper sergeant'
sw0437,1,9.36,113.23,2013,'december 2012','episode vi','rebel pilot a-wing'
sw0436,1,8.91,214.29,2013,'december 2012','the old republic','sith trooper'
sw0435,1,48.95,333.59,2013,'december 2012','the clone wars','pong krell'
sw0434,1,15.44,339.85,2013,'december 2012','episode vi',malakili
sw0433,1,16.37,204.92,2013,'december 2012','episode vi','luke skywalker'
sw0432,1,14.56,197.48,2012,?,'episode iv','luke skywalker'
sw0431,1,20.15,216.30,2012,'august 2012','episode v','boba fett'
sw0430,1,2.82,66.67,2012,'august 2012',seasonal,'gonk droid (gnk power droid)'
sw0429,1,2.90,23.13,2012,?,'episode i','drk-1 dark eye probe droid'
sw0428,1,4.88,104.43,2012,'august 2012',seasonal,snowtrooper
sw0427,2,5.88,90.86,'2012 - 2013','august 2012',seasonal,'rebel fleet trooper'
sw0426,1,5.83,89.14,2012,'august 2012',seasonal,'imperial officer'
sw0425,1,3.36,76.04,2012,'august 2012',seasonal,'hoth rebel trooper'
sw0424,1,5.92,77.11,2012,'august 2012',seasonal,'r2-d2 snowman'
sw0423,1,11.77,188.15,2012,'august 2012',seasonal,'santa darth maul'
sw0422,1,47.34,186.88,2012,'july 2012','episode iii','kit fisto'
sw0421,1,85.80,1850.00,2012,'july 2012','episode iii','agen kolar'
sw0420,1,41.13,624.65,2012,'july 2012','episode iii','saesee tiin'
sw0419,1,50.69,376.43,2012,'july 2012','episode iii','anakin skywalker'
sw0418,1,60.02,734.76,2012,'july 2012','episode iii','chancellor palpatine from episode 3'
sw0417,1,22.86,249.66,2012,'july 2012','episode iii','mace windu'
sw0416,1,179.52,343.57,2012,'july 2012','the clone wars','pre vizsla'
sw0415,3,9.75,440.49,'2012 - 2015','july 2012','the clone wars','battle droid commander'
sw0414,1,9.23,125.11,2012,'july 2012','the old republic','sith trooper'
sw0413,1,203.85,4533.00,2012,'july 2012','the old republic','darth malgus'
sw0412,1,4.97,54.37,2012,'july 2012','episode vi','b\'omarr monk'
sw0411,1,22.94,110.58,2012,'july 2012','the clone wars','padme amidala'
sw0410,1,22.45,246.60,2012,'july 2012','episode i','qui-gon jinn'
sw0409,1,13.26,120.64,2012,'july 2012','episode i','obi-wan kenobi'
sw0408,1,44.77,626.86,2012,'july 2012','episode vi','salacious b. crumb'
sw0407,1,104.47,2274.40,2012,'july 2012','episode vi',boushh
sw0406,1,60.54,1286.90,2012,'july 2012','episode vi',oola
sw0405,2,16.83,183.41,'2012 - 2013','july 2012','episode vi','gamorrean guard'
sw0404,1,26.19,277.66,2012,'july 2012','episode vi','bib fortuna'
sw0403,1,7.30,107.50,2012,'july 2012','episode vi','han solo'
sw0402,2,53.99,1127.00,'2012 - 2013','july 2012','episode vi','jabba the hutt'
sw0401,1,7.21,54.82,2012,'july 2012','planet set','imperial at-st driver'
sw0400,1,5.40,120.86,2012,'july 2012','planet set',lobot
sw0399,1,5.42,76.00,2012,'july 2012','planet set','rebel pilot x-wing'
sw0398,1,9.76,151.47,2012,'july 2012','episode vi','lando calrissian'
sw0397,1,5.53,214.00,2012,'july 2012','episode vi',kithaba
sw0396,4,17.78,102.10,'2012 - 2017','july 2012',?,'boba fett'
sw0395,1,7.74,123.10,2012,'july 2012','episode vi','luke skywalker'
sw0393,1,14.63,210.84,2012,'july 2012','the clone wars',r3-d5
sw0392,1,35.20,493.47,2012,'july 2012','the clone wars','even piell'
sw0391,1,23.51,213.62,2012,'july 2012','the old republic','jace malcom'
sw0390,1,20.11,242.58,2012,'july 2012','the old republic',t7-o1
sw0389,1,29.35,233.83,2012,'july 2012','the old republic','satele shan'
sw0387,1,202.40,4500.00,2012,'july 2012','episode i','queen amidala'
sw0385,1,136.00,2991.00,2012,'may 2012','exclusive minifigs','tc-14 protocol droid'
sw0384,2,52.59,537.10,2012,'february 2012','exclusive minifigs','darth maul'
sw0383,1,17.29,181.52,2012,'february 2012','episode iv',sandtrooper
sw0382,1,10.36,227.86,2012,'february 2012','the clone wars','geonosian zombie'
sw0381,1,15.25,264.84,2012,'february 2012','the clone wars','geonosian warrior'
sw0380,2,13.55,90.12,'2012 - 2013','february 2012',?,'clone commander gree'
sw0379,1,7.83,216.73,2012,'february 2012','the clone wars','barriss offee'
sw0378,1,15.40,144.07,2012,'february 2012','the clone wars','arf trooper'
sw0377,1,38.37,416.59,2012,'february 2012','the clone wars','arc trooper'
sw0376,1,11.70,171.98,2012,'february 2012','episode iv','imperial officer'
sw0375,1,13.53,95.05,2012,'february 2012','episode iv',r5-j2
sw0374,1,15.57,172.57,2012,'february 2012','episode iv','death star trooper'
sw0373,2,19.59,235.75,'2012 - 2014','february 2012','episode iv','r5-d8 / r5-d4'
sw0372,1,10.49,98.67,2012,'february 2012','episode iv','jek porkins'
sw0371,1,35.53,707.40,2012,'february 2012','episode iv','princess leia'
sw0370,2,7.44,87.78,'2012 - 2013','february 2012','episode iv',r5-f7
sw0369,1,7.08,113.26,2012,'february 2012','episode iv','rebel pilot y-wing'
sw0368,1,6.11,148.75,2012,'february 2012','episode vi','endor rebel commando'
sw0367,2,5.48,141.47,'2012 - 2013','february 2012','episode vi','endor rebel commando'
sw0366,3,6.63,106.30,'2012 - 2013','february 2012',?,stormtrooper
sw0365,3,4.75,78.81,'2012 - 2015','february 2012','episode iv',c-3po
sw0364,1,15.83,157.37,2012,'february 2012','episode iv',sandtrooper
sw0363,1,21.97,216.88,2012,'february 2012','episode iii','nute gunray'
sw0362,1,9.75,96.80,2012,'february 2012','episode iii','obi-wan kenobi'
sw0361,1,38.27,737.96,2012,'february 2012','episode iii','anakin skywalker'
sw0360,6,2.62,7.19,'2011 - 2015','august 2011',seasonal,'battle droid pilot'
sw0359,3,4.07,12.65,'2012 - 2013','february 2012',?,'commando droid'
sw0358,1,11.57,72.35,2011,'august 2011',seasonal,'santa yoda'
sw0355,1,17.50,251.41,2011,'august 2011',seasonal,'clone pilot (clone wars)'
sw0354,1,4.14,108.89,2011,'august 2011',seasonal,'zev senesca'
sw0352,1,80.99,1433.83,2011,'august 2011','ultimate collector series','admiral firmus piett'
sw0351,1,8.94,81.11,2011,'august 2011','ultimate collector series',ig-88
sw0350,1,17.40,182.83,2011,'august 2011','ultimate collector series',dengar
sw0349,1,7.30,222.96,2011,'july 2011','episode i','anakin skywalker'
sw0348,1,12.59,183.93,2011,'july 2011','episode i','droideka destroyer droid'
sw0347,1,7.57,113.40,2011,'july 2011','episode i','battle droid security'
sw0346,1,16.03,224.78,2011,'july 2011','episode v','princess leia'
sw0345,1,20.91,242.86,2011,'july 2011','episode v','2-1b medical droid'
sw0344,1,13.29,116.02,2011,'july 2011','episode v',r-3po
sw0343,1,13.16,149.33,2011,'july 2011','episode v','han solo'
sw0342,1,13.43,79.53,2011,'july 2011','episode v','luke skywalker'
sw0341,1,34.21,279.69,2011,'july 2011','the clone wars','commander cody'
sw0340,2,4.24,11.06,'2011 - 2012','july 2011','episode i','naboo fighter pilot'
sw0339,1,14.38,230.10,2011,'july 2011','episode vi',tokkat
sw0338,2,9.43,115.69,'2011 - 2013','july 2011','episode vi',logray
sw0337,1,12.80,130.95,2011,'july 2011','episode iv','princess leia'
sw0336,2,8.82,122.67,'2008 - 2011','june 2008','ultimate collector series','obi-wan kenobi'
sw0335,1,10.49,99.00,2011,'july 2011','episode iv','luke skywalker'
sw0334,1,8.04,66.48,2011,'july 2011','episode iv','han solo'
sw0333,1,16.02,150.83,2011,'july 2011','the clone wars','quinlan vos'
sw0332,1,51.74,1075.80,2011,'july 2011','the clone wars','eeth koth'
sw0331,1,87.71,1893.40,2011,'july 2011','the clone wars','wolfpack clone trooper'
sw0330,1,141.77,3122.00,2011,'july 2011','the clone wars','clone commander wolffe'
sw0329,1,14.58,127.92,2011,'july 2011','episode i','obi-wan kenobi'
sw0328,1,6.57,23.68,2011,'july 2011','episode i',wald
sw0327,1,11.77,179.33,2011,'july 2011','episode i','anakin skywalker'
sw0326,2,9.45,236.68,'2011 - 2012','july 2011','episode i',sebulba
sw0325,1,36.92,355.98,2011,'july 2011','episode i',watto
sw0324,1,12.99,190.55,2011,'july 2011','episode i','padme naberrie amidala'
sw0323,1,20.79,120.75,2011,'july 2011','episode i','darth maul'
sw0322,1,22.07,272.11,2011,'july 2011','episode i','qui-gon jinn'
sw0321,1,13.95,182.03,2011,'july 2011','episode i','captain panaka'
sw0320,2,6.74,173.57,'2011 - 2013','july 2011','the clone wars',geonosian
sw0319,1,12.19,113.08,2011,'july 2011','the clone wars',ki-adi-mundi
sw0318,1,17.44,255.83,2011,'july 2011','the clone wars','asajj ventress'
sw0317,1,10.08,159.86,2011,'july 2011','the clone wars','anakin skywalker'
sw0316,1,34.99,297.60,2011,'july 2011','the clone wars','savage opress'
sw0315,1,432.97,4820.10,2011,'may 2011','exclusive minifigs','shadow arf trooper'
sw0314,1,102.45,2228.40,2011,'december 2010','the clone wars','captain rex'
sw0313,1,23.04,296.67,2011,'july 2011','the clone wars',r8-b7
sw0312,1,97.90,2125.00,2011,'july 2011','the clone wars',tx-20
sw0311,1,1.61,39.69,2008,'july 2008','the clone wars','drk-1 dark eye probe droid'
sw0310,1,24.75,200.11,2011,'december 2010','the clone wars','luminara unduli'
sw0309,1,65.30,1384.20,2011,'december 2010','the clone wars','shaak ti'
sw0308,2,16.30,186.24,'2011 - 2012','december 2010','the clone wars','saesee tiin'
sw0307,1,37.88,411.89,2011,'december 2010','the clone wars',embo
sw0306,1,17.69,343.71,2011,'december 2010','the clone wars','aurra sing'
sw0305,1,5.77,207.98,2011,'december 2010','the clone wars',sugi
sw0304,1,6.78,136.92,2011,'december 2010',legends,'imperial v-wing pilot'
sw0303,1,7.16,117.07,2011,'december 2010',legends,r2-q2
sw0302,2,6.71,126.11,'2011 - 2012','december 2010','episode i','gungan soldier'
sw0301,3,10.52,184.09,'2011 - 2015','december 2010','episode i','jar jar binks'
sw0300,2,2.47,4.07,'2011 - 2015','december 2010','episode i','battle droid pilot'
sw0299,1,8.34,238.57,2011,'december 2010','the clone wars','bomb squad trooper'
sw0298,1,12.28,147.78,2011,'december 2010','the clone wars','clone trooper clone wars'
sw0297,1,14.56,193.78,2011,'december 2010','the clone wars','arf trooper'
sw0296,2,5.76,104.69,'2011 - 2012','december 2010','the clone wars','mandalorian death watch warrior'
sw0295,2,8.58,95.00,'2010 - 2012','august 2010','episode v','luke skywalker'
sw0294,1,19.74,326.43,2010,'september 2010','ultimate collector series','imperial pilot'
sw0293,1,17.51,170.75,2010,'september 2010','ultimate collector series','imperial officer'
sw0292,2,16.79,190.41,'2010 - 2016','september 2010',?,'luke skywalker'
